11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.885582833;SUCCESS;318
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;4.505439666;SUCCESS;2353
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.011299042;SUCCESS;0
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.207978542;SUCCESS;90
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.411180375;SUCCESS;191
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.063125125;SUCCESS;21
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.776830709;SUCCESS;403
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.311160042;SUCCESS;143
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;1.101791375;SUCCESS;572
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.680749333;SUCCESS;328
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.561931125;SUCCESS;271
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;5.041427375;SUCCESS;2634
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.867564666;SUCCESS;437
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.821860125;SUCCESS;422
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.308753208;SUCCESS;137
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;2.370015916;SUCCESS;1276
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;1.02243225;SUCCESS;530
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.066493916;SUCCESS;22
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;1.519029083;SUCCESS;768
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.90194475;SUCCESS;465
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.903696042;SUCCESS;465
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;3.406959417;SUCCESS;1864
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.29179475;SUCCESS;127
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.84302375;SUCCESS;436
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.505620959;SUCCESS;243
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;1.647415042;SUCCESS;883
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;1.104131083;SUCCESS;578
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.276667416;SUCCESS;121
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.709117917;SUCCESS;360
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.9673505;SUCCESS;503
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;4.671494875;SUCCESS;2561
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;0.839077875;SUCCESS;431
11/07/2024;0.1;5;2;16;100;0.01;0.9;100000;1.259511417;SUCCESS;671
